"Indicator","Phase","State","Value","Year","Month"
"Symptoms of Depressive Disorder","3","Maine",20.4,"2022","Oct"
"Symptoms of Depressive Disorder","3","Maryland",20,"2022","Oct"
"Symptoms of Depressive Disorder","3","Massachusetts",23.7,"2022","Oct"
"Symptoms of Depressive Disorder","3","Michigan",22.7,"2022","Oct"
"Symptoms of Depressive Disorder","3","Minnesota",22.7,"2022","Oct"
"Symptoms of Depressive Disorder","3","Mississippi",27.3,"2022","Oct"
"Symptoms of Depressive Disorder","3","Missouri",26.9,"2022","Oct"
"Symptoms of Depressive Disorder","3","Montana",23,"2022","Oct"
"Symptoms of Depressive Disorder","3","Nebraska",24.1,"2022","Oct"
"Symptoms of Depressive Disorder","3","Nevada",27.2,"2022","Oct"
"Symptoms of Depressive Disorder","3","New Hampshire",20.9,"2022","Oct"
"Symptoms of Depressive Disorder","3","New Jersey",26.5,"2022","Oct"
"Symptoms of Depressive Disorder","3","New Mexico",28.4,"2022","Oct"
"Symptoms of Depressive Disorder","3","New York",21.7,"2022","Oct"
"Symptoms of Depressive Disorder","3","North Carolina",20.7,"2022","Oct"
"Symptoms of Depressive Disorder","3","North Dakota",22.6,"2022","Oct"
"Symptoms of Depressive Disorder","3","Ohio",27,"2022","Oct"
"Symptoms of Depressive Disorder","3","Oklahoma",29.4,"2022","Oct"
"Symptoms of Depressive Disorder","3","Oregon",23.5,"2022","Oct"
"Symptoms of Depressive Disorder","3","Pennsylvania",25.8,"2022","Oct"
"Symptoms of Depressive Disorder","3","Rhode Island",23.2,"2022","Oct"
"Symptoms of Depressive Disorder","3","South Carolina",26.3,"2022","Oct"
"Symptoms of Depressive Disorder","3","South Dakota",21.1,"2022","Oct"
"Symptoms of Depressive Disorder","3","Tennessee",25.9,"2022","Oct"
"Symptoms of Depressive Disorder","3","Texas",30.1,"2022","Oct"
"Symptoms of Depressive Disorder","3","Utah",26.7,"2022","Oct"
"Symptoms of Depressive Disorder","3","Vermont",15.5,"2022","Oct"
"Symptoms of Depressive Disorder","3","Virginia",22.4,"2022","Oct"
"Symptoms of Depressive Disorder","3","Washington",26.5,"2022","Oct"
"Symptoms of Depressive Disorder","3","West Virginia",29.8,"2022","Oct"
"Symptoms of Depressive Disorder","3","Wisconsin",21,"2022","Oct"
"Symptoms of Depressive Disorder","3","Wyoming",17.9,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Alabama",30.2,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Alaska",31,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Arizona",35.4,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Arkansas",39.1,"2022","Oct"
"Symptoms of Anxiety Disorder","3","California",31.6,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Colorado",31.2,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Connecticut",32.1,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Delaware",28.6,"2022","Oct"
"Symptoms of Anxiety Disorder","3","District of Columbia",26.1,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Florida",28.3,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Georgia",29.5,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Hawaii",31.3,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Idaho",29.6,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Illinois",25.5,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Indiana",34.9,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Iowa",28.4,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Kansas",31.7,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Kentucky",38.9,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Louisiana",40.8,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Maine",33.3,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Maryland",26,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Massachusetts",35,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Michigan",29.8,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Minnesota",27.5,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Mississippi",31.7,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Missouri",36.3,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Montana",33.2,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Nebraska",32.5,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Nevada",35.7,"2022","Oct"
"Symptoms of Anxiety Disorder","3","New Hampshire",28,"2022","Oct"
"Symptoms of Anxiety Disorder","3","New Jersey",33.3,"2022","Oct"
"Symptoms of Anxiety Disorder","3","New Mexico",34.9,"2022","Oct"
"Symptoms of Anxiety Disorder","3","New York",27.5,"2022","Oct"
"Symptoms of Anxiety Disorder","3","North Carolina",28.5,"2022","Oct"
"Symptoms of Anxiety Disorder","3","North Dakota",26.4,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Ohio",27.7,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Oklahoma",36,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Oregon",31.1,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Pennsylvania",30.7,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Rhode Island",33.8,"2022","Oct"
"Symptoms of Anxiety Disorder","3","South Carolina",33.9,"2022","Oct"
"Symptoms of Anxiety Disorder","3","South Dakota",27,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Tennessee",32.1,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Texas",35.6,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Utah",32.3,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Vermont",25.3,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Virginia",30,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Washington",30.8,"2022","Oct"
"Symptoms of Anxiety Disorder","3","West Virginia",35.3,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Wisconsin",26.3,"2022","Oct"
"Symptoms of Anxiety Disorder","3","Wyoming",25.7,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alabama",34.5,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alaska",35.9,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arizona",39.7,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arkansas",43.6,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","California",35.7,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Colorado",35.9,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Connecticut",35.7,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Delaware",31.5,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","District of Columbia",31.1,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Florida",36.1,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Georgia",34.5,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Hawaii",37.4,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Idaho",33.4,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Illinois",28.9,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Indiana",40.8,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Iowa",31.8,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kansas",36.1,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kentucky",44,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Louisiana",45.6,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maine",35.5,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maryland",30.3,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Massachusetts",39.3,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Michigan",33.3,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Minnesota",34.6,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Mississippi",37.4,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Missouri",39.4,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Montana",34.9,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nebraska",35.7,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nevada",38.9,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Hampshire",33.2,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Jersey",38.5,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Mexico",40.5,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New York",33.3,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","North Carolina",32.7,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","North Dakota",31.1,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Ohio",35.1,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Oklahoma",40.3,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Oregon",34.9,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Pennsylvania",35.8,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Rhode Island",36.1,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","South Carolina",39,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","South Dakota",31.6,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Tennessee",36.3,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Texas",40.3,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Utah",37.7,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Vermont",28.1,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Virginia",33.5,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Washington",36.9,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","West Virginia",38.2,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Wisconsin",29.9,"2022","Oct"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Wyoming",27.5,"2022","Oct"
"Symptoms of Depressive Disorder","3","Alabama",28.8,"2022","Nov"
"Symptoms of Depressive Disorder","3","Alaska",28.4,"2022","Nov"
"Symptoms of Depressive Disorder","3","Arizona",24.6,"2022","Nov"
"Symptoms of Depressive Disorder","3","Arkansas",30.2,"2022","Nov"
"Symptoms of Depressive Disorder","3","California",24.1,"2022","Nov"
"Symptoms of Depressive Disorder","3","Colorado",21.9,"2022","Nov"
"Symptoms of Depressive Disorder","3","Connecticut",21.7,"2022","Nov"
"Symptoms of Depressive Disorder","3","Delaware",15.3,"2022","Nov"
"Symptoms of Depressive Disorder","3","District of Columbia",18.1,"2022","Nov"
"Symptoms of Depressive Disorder","3","Florida",24.1,"2022","Nov"
"Symptoms of Depressive Disorder","3","Georgia",26.3,"2022","Nov"
"Symptoms of Depressive Disorder","3","Hawaii",19,"2022","Nov"
"Symptoms of Depressive Disorder","3","Idaho",20.9,"2022","Nov"
"Symptoms of Depressive Disorder","3","Illinois",21.9,"2022","Nov"
"Symptoms of Depressive Disorder","3","Indiana",24.5,"2022","Nov"
"Symptoms of Depressive Disorder","3","Iowa",24,"2022","Nov"
"Symptoms of Depressive Disorder","3","Kansas",25.5,"2022","Nov"
"Symptoms of Depressive Disorder","3","Kentucky",29.3,"2022","Nov"
"Symptoms of Depressive Disorder","3","Louisiana",25.7,"2022","Nov"
"Symptoms of Depressive Disorder","3","Maine",20.2,"2022","Nov"
"Symptoms of Depressive Disorder","3","Maryland",17.5,"2022","Nov"
"Symptoms of Depressive Disorder","3","Massachusetts",21.3,"2022","Nov"
"Symptoms of Depressive Disorder","3","Michigan",21.5,"2022","Nov"
"Symptoms of Depressive Disorder","3","Minnesota",15.8,"2022","Nov"
"Symptoms of Depressive Disorder","3","Mississippi",28.9,"2022","Nov"
"Symptoms of Depressive Disorder","3","Missouri",24.6,"2022","Nov"
"Symptoms of Depressive Disorder","3","Montana",21.8,"2022","Nov"
"Symptoms of Depressive Disorder","3","Nebraska",22.7,"2022","Nov"
"Symptoms of Depressive Disorder","3","Nevada",26.6,"2022","Nov"
"Symptoms of Depressive Disorder","3","New Hampshire",22.9,"2022","Nov"
"Symptoms of Depressive Disorder","3","New Jersey",26.7,"2022","Nov"
"Symptoms of Depressive Disorder","3","New Mexico",27.4,"2022","Nov"
"Symptoms of Depressive Disorder","3","New York",22.8,"2022","Nov"
"Symptoms of Depressive Disorder","3","North Carolina",24.7,"2022","Nov"
"Symptoms of Depressive Disorder","3","North Dakota",25,"2022","Nov"
"Symptoms of Depressive Disorder","3","Ohio",26.5,"2022","Nov"
"Symptoms of Depressive Disorder","3","Oklahoma",26.5,"2022","Nov"
"Symptoms of Depressive Disorder","3","Oregon",21.8,"2022","Nov"
"Symptoms of Depressive Disorder","3","Pennsylvania",26.2,"2022","Nov"
"Symptoms of Depressive Disorder","3","Rhode Island",19.9,"2022","Nov"
"Symptoms of Depressive Disorder","3","South Carolina",19,"2022","Nov"
"Symptoms of Depressive Disorder","3","South Dakota",26.5,"2022","Nov"
"Symptoms of Depressive Disorder","3","Tennessee",25.4,"2022","Nov"
"Symptoms of Depressive Disorder","3","Texas",25.9,"2022","Nov"
"Symptoms of Depressive Disorder","3","Utah",20.6,"2022","Nov"
"Symptoms of Depressive Disorder","3","Vermont",21,"2022","Nov"
"Symptoms of Depressive Disorder","3","Virginia",19.1,"2022","Nov"
"Symptoms of Depressive Disorder","3","Washington",21.2,"2022","Nov"
"Symptoms of Depressive Disorder","3","West Virginia",27.3,"2022","Nov"
"Symptoms of Depressive Disorder","3","Wisconsin",20.9,"2022","Nov"
"Symptoms of Depressive Disorder","3","Wyoming",23.6,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Alabama",32.4,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Alaska",30.6,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Arizona",29.3,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Arkansas",36.3,"2022","Nov"
"Symptoms of Anxiety Disorder","3","California",32.8,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Colorado",29.7,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Connecticut",30.9,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Delaware",23.3,"2022","Nov"
"Symptoms of Anxiety Disorder","3","District of Columbia",24.4,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Florida",30.7,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Georgia",29.2,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Hawaii",23.7,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Idaho",31.9,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Illinois",30.8,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Indiana",30.9,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Iowa",27.5,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Kansas",29.1,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Kentucky",35.3,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Louisiana",32,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Maine",25.7,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Maryland",26.1,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Massachusetts",29.1,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Michigan",27.7,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Minnesota",23,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Mississippi",32.3,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Missouri",30.8,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Montana",29.8,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Nebraska",29.1,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Nevada",38.3,"2022","Nov"
"Symptoms of Anxiety Disorder","3","New Hampshire",27,"2022","Nov"
"Symptoms of Anxiety Disorder","3","New Jersey",30.3,"2022","Nov"
"Symptoms of Anxiety Disorder","3","New Mexico",32.1,"2022","Nov"
"Symptoms of Anxiety Disorder","3","New York",33.7,"2022","Nov"
"Symptoms of Anxiety Disorder","3","North Carolina",30.9,"2022","Nov"
"Symptoms of Anxiety Disorder","3","North Dakota",33.8,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Ohio",33.4,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Oklahoma",33.5,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Oregon",30.9,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Pennsylvania",34,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Rhode Island",28.2,"2022","Nov"
"Symptoms of Anxiety Disorder","3","South Carolina",26.1,"2022","Nov"
"Symptoms of Anxiety Disorder","3","South Dakota",29.4,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Tennessee",33.3,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Texas",34.3,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Utah",29.8,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Vermont",32.7,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Virginia",28.5,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Washington",28.8,"2022","Nov"
"Symptoms of Anxiety Disorder","3","West Virginia",30.7,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Wisconsin",25.6,"2022","Nov"
"Symptoms of Anxiety Disorder","3","Wyoming",30.9,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alabama",39,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alaska",37.8,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arizona",34.3,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arkansas",40.3,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","California",38.2,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Colorado",33.2,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Connecticut",34.8,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Delaware",26.4,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","District of Columbia",28,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Florida",34.6,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Georgia",35.7,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Hawaii",28.3,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Idaho",34,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Illinois",35.2,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Indiana",36.2,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Iowa",33.7,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kansas",35.1,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kentucky",39.1,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Louisiana",36.9,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maine",30.5,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maryland",30.1,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Massachusetts",33.9,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Michigan",31.2,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Minnesota",25.6,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Mississippi",39.5,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Missouri",35.7,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Montana",32.9,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nebraska",33.7,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nevada",39.3,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Hampshire",32.4,"2022","Nov"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Jersey",35.4,"2022","Nov"
